category_checked,ticker,company,date,title,summary,ticker_sentiment_label,neg_earnings,neg_growth,neg_regulation,neg_competition,neg_macro,neg_other
neg_growth,AAPL,Apple,2023-02-23,Unity Software stock slides nearly 20% as mobile-ad spending dries up and annual forecast weighs,"Unity Software Inc. shares fell nearly 20% after the company released its full-year forecast, which Wall Street found skeptical due to a currently weak quarter and declining mobile ad spending. This drop marked the worst decline for Unity stock since May 2022, when an advertising tool flaw was revealed. The company's struggles are attributed to a difficult annual forecast and the drying up of mobile ad spending.",Somewhat-Bearish,1,1,0,0,0,0
neg_growth,AAPL,Apple,2023-02-27,Apple pays $12.1 mln fine for alleged app market abuse in Russia - Antimonopoly Service,Apple has paid a 906 million rouble ($12.12 million) fine to Russia's Federal Antimonopoly Service (FAS) over alleged abuse of its dominant position in the mobile apps market. The FAS had ruled in August 2020 that Apple's control over app distribution via its iOS operating system gave its own products a competitive advantage. This settlement follows a previous complaint from cybersecurity company Kaspersky Lab and comes after Apple paused product sales in Russia a year ago due to the conflict in Ukraine.,Somewhat-Bearish,0,1,1,1,0,0
neg_growth,AAPL,Apple,2023-04-06,General Motors hates your iPhone,"General Motors has decided to remove CarPlay and Android Auto support from its future electric vehicles, opting instead for its own Android Automotive-based infotainment system. This decision, driven by GM's desire for increased control over data and subscription revenues, is criticized for prioritizing corporate interests over user convenience and potentially degrading the in-car experience. The article raises concerns about app compatibility, data syncing, and the long-term software quality in GM vehicles, questioning whether other automakers will follow suit or leverage CarPlay as a competitive advantage.",Bearish,1,1,0,1,0,0
neg_regulation,AAPL,Apple,2023-01-11,Apple Watch patent infringement finding; Masimo seeks import ban,"A US court has ruled that Apple infringed on one of Masimo's pulse oximeter patents with its Apple Watch Series 6 and up, a significant setback in their ongoing legal battle. Masimo is now seeking a US import ban on all current Apple Watches, which could halt sales in the country. The United States International Trade Commission (USITC) will determine whether to implement this import ban.",Bearish,0,1,1,0,0,0
neg_regulation,AAPL,Apple,2023-01-30,Google continued to ramp up federal lobbying spending before DOJ filed second antitrust lawsuit,"Google's parent company, Alphabet, significantly increased its federal lobbying expenditures, spending over $13 million in 2022, prior to the Department of Justice filing its second antitrust lawsuit. The lawsuit alleges Google monopolized the digital advertising technology sector by acquiring rivals and manipulating the auction process to stifle competition. Despite these lobbying efforts and substantial political contributions, particularly to Democratic candidates, Alphabet also announced mass layoffs of 12,000 employees in January 2023.",Somewhat-Bearish,0,1,1,1,0,0
neg_regulation,AAPL,Apple,2023-02-16,Forget Milk and Eggs: Supermarkets Are Having a Fire Sale on Data About You,"Supermarkets like Kroger are making significant profits by collecting and selling extensive data on their customers' purchasing habits and personal information to brands and advertisers. This data, which includes demographics, financial information, and even in-store movements, is enriched with third-party data and used for targeted advertising. The proposed merger between Kroger and Albertsons would significantly expand this data pool, raising privacy concerns among regulators and lawmakers.",Somewhat-Bearish,1,0,1,0,0,0
neg_regulation,AAPL,Apple,2023-02-27,Apple pays $12.1 mln fine for alleged app market abuse in Russia - Antimonopoly Service,Apple has paid a 906 million rouble ($12.12 million) fine to Russia's Federal Antimonopoly Service (FAS) over alleged abuse of its dominant position in the mobile apps market. The FAS had ruled in August 2020 that Apple's control over app distribution via its iOS operating system gave its own products a competitive advantage. This settlement follows a previous complaint from cybersecurity company Kaspersky Lab and comes after Apple paused product sales in Russia a year ago due to the conflict in Ukraine.,Somewhat-Bearish,0,1,1,1,0,0
neg_regulation,AAPL,Apple,2023-03-31,Apple lawsuit claims company fails to pay overtime compensation at correct rate,"A class action lawsuit has been filed against Apple Inc. alleging that the company fails to properly compensate its non-exempt employees for overtime. The lawsuit claims Apple does not include the value of vested restricted stock units in the regular rate of pay when calculating overtime, thereby violating the Fair Labor Standards Act (FLSA). The plaintiff, Francis Costa, seeks to represent a nationwide class of current and former non-exempt Apple employees who were awarded and vested restricted stock units.",Bearish,0,0,1,0,0,0
neg_regulation,AAPL,Apple,2023-04-08,Apple sued to stop App Store clones of Baidu's Ernie AI chatbot,"Baidu has initiated legal action against Apple and various app developers in Beijing, seeking the removal of numerous unauthorized ""Ernie bot"" applications from the App Store. The Chinese tech giant claims that these apps are fake, as Baidu has not yet released an official application for its Ernie AI chatbot, which is similar to ChatGPT. Baidu has warned users that any Ernie app currently available is counterfeit and has urged caution against selling access codes for the bot.",Somewhat-Bearish,0,1,1,0,0,0
neg_regulation,AAPL,Apple,2023-04-20,"Big Tech Illegally Uses NDAs to Silence Would-Be-Whistleblowers, SEC Tips Allege","The SEC has received whistleblower tips alleging that major tech companies, including an Apple Inc. subcontractor, Electronic Arts Inc., and Block Inc., are using illegally restrictive non-disclosure agreements (NDAs). These NDAs reportedly forbid employees from reporting misconduct to the SEC, in violation of Rule 21F-17 of the SEC Whistleblower Program. The law firm Kohn, Kohn & Colapinto LLP filed these complaints, highlighting a perceived willful disregard for the law given previous SEC enforcement actions against such agreements.",Somewhat-Bearish,0,0,1,0,0,0
neg_regulation,AAPL,Apple,2023-05-02,Apple fights $2 billion London lawsuit for 'throttling' millions of iPhones,"Apple is facing a substantial $2 billion lawsuit in London, accused of ""throttling"" millions of iPhones by covertly installing software updates to manage defective batteries. Consumer advocate Justin Gutmann, representing UK iPhone users, claims Apple concealed battery issues and limited performance. Apple denies these allegations, calling the lawsuit ""baseless"" and stating that their power management update only minimally affected performance for certain older models, while offering free battery replacements for a small number of iPhone 6s models.",Somewhat-Bearish,0,1,1,0,0,0
neg_regulation,AAPL,Apple,2023-05-04,"Joe Kiani, Co-founder and CEO of Masimo, Talks About Fighting Corporate Giants and His Fixation on Reducing Preventable Hospital Deaths","Joe Kiani, co-founder and CEO of Masimo, discusses his journey from an immigrant to a medtech innovator. He recounts how he started Masimo to create a more reliable pulse oximeter after encountering disinterest from his previous employer. Kiani also touches on Masimo's legal battles with Apple, its acquisition of Sound United, and his ongoing advocacy for reducing preventable hospital deaths and addressing homelessness.",Somewhat-Bearish,0,0,1,0,0,0
neg_regulation,AAPL,Apple,2023-06-09,"Apple, Amazon must face consumer lawsuit over iPhone, iPad prices, US judge rules","A federal judge in Seattle has ruled that Apple and Amazon must face a consumer antitrust lawsuit accusing them of conspiring to artificially inflate the price of iPhones and iPads sold on Amazon's platform. The lawsuit alleges that a 2019 agreement between the two companies restricted the number of competitive resellers, a claim that will now proceed to evidence-gathering. Apple contends the agreement was to minimize counterfeit goods and is procompetitive.",Somewhat-Bearish,0,0,1,1,0,0
neg_competition,AAPL,Apple,2023-01-19,Apple’s Reliance On China Poses A Problem For The Company,"This article discusses Apple's significant reliance on its supply chain in China and the challenges this poses for the company amidst growing geopolitical tensions and trade barriers between the US and China. It highlights how Apple's deep integration with Chinese manufacturing, including specialized labor and R&D, makes disentanglement difficult, even as the US government increases pressure through tariffs, forced labor prevention acts, and technology export controls. The article suggests that while Apple is starting to move some operations, achieving true independence from China will be a slow and arduous process.",Somewhat-Bearish,0,0,0,1,1,0
neg_competition,AAPL,Apple,2023-01-30,Google continued to ramp up federal lobbying spending before DOJ filed second antitrust lawsuit,"Google's parent company, Alphabet, significantly increased its federal lobbying expenditures, spending over $13 million in 2022, prior to the Department of Justice filing its second antitrust lawsuit. The lawsuit alleges Google monopolized the digital advertising technology sector by acquiring rivals and manipulating the auction process to stifle competition. Despite these lobbying efforts and substantial political contributions, particularly to Democratic candidates, Alphabet also announced mass layoffs of 12,000 employees in January 2023.",Somewhat-Bearish,0,1,1,1,0,0
neg_competition,AAPL,Apple,2023-02-17,Garmin Ltd. stock outperforms competitors despite losses on the day,"Garmin Ltd. (GRMN) stock declined by 0.14% to $97.01 on Friday, marking its second consecutive day of losses. Despite the overall market's mixed performance and Garmin's losses, the stock outperformed competitors like Apple Inc. (AAPL) and Alphabet Inc. (GOOG, GOOGL) which saw larger drops. The trading volume for Garmin exceeded its 50-day average.",Somewhat-Bearish,1,0,0,1,0,0
neg_competition,AAPL,Apple,2023-02-27,Apple pays $12.1 mln fine for alleged app market abuse in Russia - Antimonopoly Service,Apple has paid a 906 million rouble ($12.12 million) fine to Russia's Federal Antimonopoly Service (FAS) over alleged abuse of its dominant position in the mobile apps market. The FAS had ruled in August 2020 that Apple's control over app distribution via its iOS operating system gave its own products a competitive advantage. This settlement follows a previous complaint from cybersecurity company Kaspersky Lab and comes after Apple paused product sales in Russia a year ago due to the conflict in Ukraine.,Somewhat-Bearish,0,1,1,1,0,0
neg_competition,AAPL,Apple,2023-04-06,General Motors hates your iPhone,"General Motors has decided to remove CarPlay and Android Auto support from its future electric vehicles, opting instead for its own Android Automotive-based infotainment system. This decision, driven by GM's desire for increased control over data and subscription revenues, is criticized for prioritizing corporate interests over user convenience and potentially degrading the in-car experience. The article raises concerns about app compatibility, data syncing, and the long-term software quality in GM vehicles, questioning whether other automakers will follow suit or leverage CarPlay as a competitive advantage.",Bearish,1,1,0,1,0,0
neg_competition,AAPL,Apple,2023-05-03,Qualcomm outlook grim as smartphone sales stay weak,"Qualcomm Inc. forecast third-quarter revenue and profit below Wall Street estimates due to weak smartphone sales and excess chip inventory. The company's CEO noted a lack of meaningful recovery, particularly in China, and faces increased competition and a rise in used phone sales impacting premium device demand. Qualcomm's shares fell nearly 7% after the announcement.",Somewhat-Bearish,1,1,0,1,0,0
neg_competition,AAPL,Apple,2023-06-09,"Apple, Amazon must face consumer lawsuit over iPhone, iPad prices, US judge rules","A federal judge in Seattle has ruled that Apple and Amazon must face a consumer antitrust lawsuit accusing them of conspiring to artificially inflate the price of iPhones and iPads sold on Amazon's platform. The lawsuit alleges that a 2019 agreement between the two companies restricted the number of competitive resellers, a claim that will now proceed to evidence-gathering. Apple contends the agreement was to minimize counterfeit goods and is procompetitive.",Somewhat-Bearish,0,0,1,1,0,0
neg_competition,AAPL,Apple,2023-09-12,Apple Inc. stock outperforms competitors despite losses on the day,"Shares of Apple Inc. (AAPL) fell by 1.71% to $176.30 on Tuesday, despite outperforming competitors on a day that saw general market losses with the NASDAQ Composite Index and Dow Jones Industrial Average also declining. This drop ended Apple's two-day winning streak.",Somewhat-Bearish,1,0,0,1,0,0
neg_competition,AAPL,Apple,2023-09-27,Apple is ordered to face Apple Pay antitrust lawsuit,"Apple has been ordered to face a private antitrust lawsuit brought by payment card issuers. The lawsuit alleges that Apple exerts a 100% monopoly over the domestic market for tap-and-pay wallets on its devices, forcing banks to pay excessive fees and hindering competition and innovation. A U.S. District Judge dismissed a ""tying"" claim but ruled that plaintiffs could proceed with their claim that Apple violated federal antitrust law.",Bearish,0,0,1,1,0,0
neg_competition,AAPL,Apple,2023-10-02,Dutch regulator rejects Apple’s objections to fines,"The Dutch competition watchdog ACM has rejected Apple's objections to 50 million euros ($53 million) in fines. The fines were imposed because Apple failed to fully comply with orders to allow alternative payment methods for dating apps in the Netherlands. Apple plans to appeal the decision to the Netherlands courts, maintaining that the original order degrades investment incentives and compromises user privacy and data security.",Somewhat-Bearish,0,0,1,1,0,0
neg_macro,AAPL,Apple,2023-01-03,Apple’s market value drops below $2 trillion,"Apple Inc.'s market capitalization fell below $2 trillion for the first time since March 2021, driven by concerns over high inflation and a slowing global economy impacting demand for its products. This significant drop follows a year after the company briefly reached a $3 trillion valuation. Analysts have downgraded Apple due to anticipated supply chain issues and reduced consumer spending on high-end phones, forecasting a potential revenue decline.",Bearish,1,1,0,0,1,0
neg_macro,AAPL,Apple,2023-01-03,Think you have it bad?,"The article discusses the tough economic environment of 2022, highlighting how general market downturns for stocks and bonds meant financial advisors and fund managers who weren't down 20% effectively ""won."" It then focuses on two specific groups particularly affected: tech startup employees facing worthless stock options and layoffs, and mortgage brokers and realtors experiencing a deep freeze in the housing market after a period of rapid growth. The author suggests empathy for these groups, acknowledging the widespread difficulties while offering his firm's services for financial planning.",Somewhat-Bearish,0,1,0,0,1,0
neg_macro,AAPL,Apple,2023-01-04,Salesforce to lay off 10% of workforce to cut costs amid economic downturn,"Salesforce announced it will lay off 10% of its workforce and reduce office space to cut operating costs amid a challenging economic environment. CEO Marc Benioff admitted the company ""hired too many people"" during the pandemic's revenue surge, and the company is now facing the consequences. This move follows similar cost-cutting measures by other tech giants like Amazon, Apple, and Meta Platforms.",Somewhat-Bearish,1,0,0,0,1,0
neg_macro,AAPL,Apple,2023-01-19,Apple’s Reliance On China Poses A Problem For The Company,"This article discusses Apple's significant reliance on its supply chain in China and the challenges this poses for the company amidst growing geopolitical tensions and trade barriers between the US and China. It highlights how Apple's deep integration with Chinese manufacturing, including specialized labor and R&D, makes disentanglement difficult, even as the US government increases pressure through tariffs, forced labor prevention acts, and technology export controls. The article suggests that while Apple is starting to move some operations, achieving true independence from China will be a slow and arduous process.",Somewhat-Bearish,0,0,0,1,1,0
neg_macro,AAPL,Apple,2023-02-02,Apple sales drop 5% in largest quarterly revenue decline since 2016,"Apple recorded its first year-over-year sales decline since 2019, with overall sales for the holiday quarter down 5%. CEO Tim Cook attributed this miss to a strong dollar, production issues in China affecting the iPhone 14 Pro and Pro Max, and the challenging macroeconomic environment. While iPhone and Mac sales decreased, the company saw a significant increase in iPad revenue and a 6% growth in its services business.",Somewhat-Bearish,1,1,0,0,1,0
neg_macro,AAPL,Apple,2023-04-20,Semiconductor industry electricity consumption to more than double by 2030: study,"A Greenpeace East Asia report projects that global semiconductor manufacturing will consume 237 terawatt hours of electricity by 2030, more than doubling current levels and equating to Australia's 2021 electricity consumption. This energy-intensive industry, critical to the tech supply chain, is also set to emit 86 million tonnes of CO2e by 2030, exceeding Portugal's 2021 total emissions. The report criticizes major manufacturers like Samsung and TSMC for their reliance on fossil fuels and lack of ambitious 100% renewable energy commitments by 2030, urging them to accelerate renewable energy development in East Asia.",Somewhat-Bearish,0,0,0,0,1,0
neg_macro,AAPL,Apple,2023-08-02,S&P 500 analysis: US stocks drop after Fitch downgrade,"US stocks, particularly the S&P 500, dropped following Fitch's unexpected downgrade of the US credit rating from AAA to AA+. This marks the first such downgrade in 12 years and comes amidst fiscal deterioration and high government debt. The article highlights that while the market is in an uptrend, unlike the 2011 downgrade, the potential for a sharper sell-off exists, especially with upcoming economic data like the nonfarm payrolls report and earnings from tech giants set to influence market sentiment.",Somewhat-Bearish,1,0,0,0,1,0
neg_macro,AAPL,Apple,2023-11-13,Market Edges: The Recession (And Fourth Turning) Are Here,"Hedgeye argues that a recession is currently underway, contrary to investor hopes for a ""Santa Claus rally"" and standard seasonal trends. They emphasize a data-driven approach (""conditional factoring"") over seasonal optimism, providing extensive resources and analysis of dire economic indicators like household debt, credit delinquencies, and retail sector weakness. The article also highlights insights from Demography analyst Neil Howe on ""The Fourth Turning"" and global recessionary signals from currency and commodity markets.",Bearish,0,0,0,0,1,0
neg_macro,AAPL,Apple,2023-12-29,Apple's stock underperformed top tech peers in 2023 due to longest revenue slide in 22 years,"Apple's stock underperformed its mega-cap tech peers in 2023, experiencing its longest revenue slide in 22 years with four consecutive quarters of declining sales. This decline was attributed to a combination of a weak economic environment for smartphones and PCs, and company-specific issues such as the lack of new iPad models and an Apple Watch sales ban. Despite a 49% stock rally for the year, Apple lagged behind competitors like Nvidia, Meta, Tesla, Amazon, Alphabet, and Microsoft.",Somewhat-Bearish,1,1,1,1,1,0
neg_macro,AAPL,Apple,2024-01-29,XLK ETF: A Better Way To Invest In Microsoft But Volatility Comes First (NYSEARCA:XLK),"The Technology Select Sector ETF (XLK) has appreciated over 20% since October 2023, now trading above $200. The author maintains a positive outlook, attributing potential growth to top holdings like Microsoft and other software companies benefiting from AI's move into exploitation. Despite volatility risks from Fed policies and Apple's earnings, XLK is considered undervalued compared to Microsoft and Nvidia, with a target price around $223.",Somewhat-Bearish,1,1,0,0,1,0
neg_other,AAPL,Apple,2023-01-03,Tuesday's ETF with Unusual Volume: IWL,"The iShares Russell Top 200 ETF (IWL) experienced unusually high trading volume on Tuesday, with shares down about 0.8%. Tesla and Apple, major components of the ETF, saw significant trading volume and share price drops, while PayPal Holdings performed best, rising 4.3%.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-01-31,"Apple workplace rules violate U.S. labor law, agency finds","A U.S. labor agency has found that Apple Inc. maintains workplace policies that unlawfully discourage employees from discussing working conditions. The National Labor Relations Board plans to issue a complaint unless Apple settles, citing policies around confidentiality and surveillance, and past comments from CEO Tim Cook that allegedly stymied worker organizing. Former Apple senior engineering manager Ashley Gjovik filed the initial complaints in 2021, and the NLRB investigates such charges.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-02-06,NLRB: Apple illegally interfered with employees’ protected activity,"The National Labor Relations Board (NLRB) has found merit in five charges against Apple, alleging the company violated the National Labor Relations Act by interfering with employees' protected activities. The charges include violations related to work rules, handbook rules, confidentiality policies, and specific statements and conduct by high-level executives that ""reasonably tend to interfere with, restrain, or coerce employees in the exercise of their right to protected concerted activity."" If Apple and the charging parties do not settle, the NLRB's regional director will issue a complaint and pursue the charges before an administrative law judge.",Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-03-25,Beloved clothing store closes - leaving customers scrambling for new options,"The clothing retailer Buckle is closing one of its North Carolina stores at Northlake Mall on March 26, following Apple's recent departure from the same location. This closure is linked to a period of scrutiny for the mall due to a series of shootings, which council members say has led to 25% vacancy rates. Despite not citing the shootings as a reason, Buckle will continue operating in nearby malls.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-04-04,XBIL Stock Price | US Treasury 6 Month Bill ETF,"This article provides detailed information about the US Treasury 6 Month Bill ETF (XBIL), including its current stock price, trading exchange (NASDAQ), key statistics, dividend yield, and expense ratio. It also features recent news and analysis related to XBIL and US Treasury bills, alongside technical analysis ratings and performance data. The ETF is managed by F/m Investments LLC and aims to track the performance of the Bloomberg US Treasury Bellwether 6M Total Return USD Unhedged Index.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-04-09,Social Livestreaming Platform Bigo Live Removed From App Store,"Bigo Live, a social livestreaming platform, has been removed from the App Store. The article by Pandaily reports on this development.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-04-10,"Baidu sues Apple, app developers over fake Ernie bot apps","Baidu has filed lawsuits against app developers and Apple Inc. over counterfeit versions of its AI-powered Ernie bot app appearing on Apple's App Store. The Chinese search engine giant clarified that no official Ernie app currently exists and warned against purchasing access codes. Baidu's Ernie bot, launched last month, is considered China's answer to ChatGPT.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-05-11,"Galata Acquisition Corp. (GLTA) Stock Live Price, Chart & News","This article provides live stock information for Galata Acquisition Corp. (GLTA), including its current price of $10.73, market capitalization of $192.81M, and performance data. It also notes that there is currently no news available for GLTA stock. Key financial metrics like P/E ratio and historical performance are presented along with quick links to charts and other data.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-05-31,American Express Is Approaching Generative AI Technology with Caution,"American Express is cautiously approaching generative AI technology, aiming to integrate it for enhanced personalization, proactivity, and predictive capabilities through partnerships rather than developing its own large language models. This cautious stance aligns with broader industry concerns, highlighted by an open letter from tech leaders urging a pause in ""giant AI experiments"" to establish safety protocols. Amex Digital Labs, established in 2017, serves as the company's innovation hub for product prototypes and predictive analytics.",Somewhat-Bearish,0,0,0,0,0,1
neg_other,AAPL,Apple,2023-06-30,Proposal for new Costco store in region takes a step forward,"A proposal to bring a new Costco Wholesale Corp. store to Indian Land, S.C., has moved closer to reality after a second reading of a rezoning request was approved. The Lancaster County Council approved the request for a 28-acre site adjacent to The Exchange at Indian Land, a mixed-use development by Crosland Southeast. Three readings are required for final approval of the rezoning request.",Somewhat-Bearish,0,0,0,0,0,1
